flight_id,user_id,class,seat,number,qr_code_link
5,819,premium economy,2B,TKT-5-819,https://example.com/qr/5/819
21,820,first,2B,TKT-21-820,https://example.com/qr/21/820
14,821,first,2E,TKT-14-821,https://example.com/qr/14/821
78,822,first,2D,TKT-78-822,https://example.com/qr/78/822
37,823,premium economy,1F,TKT-37-823,https://example.com/qr/37/823
7,824,first,2A,TKT-7-824,https://example.com/qr/7/824
16,825,premium economy,2C,TKT-16-825,https://example.com/qr/16/825
14,826,economy,2F,TKT-14-826,https://example.com/qr/14/826
27,827,economy,2C,TKT-27-827,https://example.com/qr/27/827
27,828,premium economy,2D,TKT-27-828,https://example.com/qr/27/828
29,829,premium economy,2B,TKT-29-829,https://example.com/qr/29/829
50,830,first,1F,TKT-50-830,https://example.com/qr/50/830
70,831,first,2F,TKT-70-831,https://example.com/qr/70/831
25,832,premium economy,2A,TKT-25-832,https://example.com/qr/25/832
7,833,first,2B,TKT-7-833,https://example.com/qr/7/833
57,834,first,2B,TKT-57-834,https://example.com/qr/57/834
66,835,economy,2A,TKT-66-835,https://example.com/qr/66/835
76,836,business,2B,TKT-76-836,https://example.com/qr/76/836
64,837,business,2C,TKT-64-837,https://example.com/qr/64/837
13,838,first,2B,TKT-13-838,https://example.com/qr/13/838
39,839,economy,2A,TKT-39-839,https://example.com/qr/39/839
31,840,first,2F,TKT-31-840,https://example.com/qr/31/840
79,841,economy,2A,TKT-79-841,https://example.com/qr/79/841
31,842,premium economy,3A,TKT-31-842,https://example.com/qr/31/842
77,843,premium economy,2F,TKT-77-843,https://example.com/qr/77/843
43,844,business,1E,TKT-43-844,https://example.com/qr/43/844
29,845,premium economy,2C,TKT-29-845,https://example.com/qr/29/845
12,846,economy,3A,TKT-12-846,https://example.com/qr/12/846
70,847,first,3A,TKT-70-847,https://example.com/qr/70/847
96,848,premium economy,2B,TKT-96-848,https://example.com/qr/96/848
29,849,premium economy,2D,TKT-29-849,https://example.com/qr/29/849
90,850,business,2D,TKT-90-850,https://example.com/qr/90/850
32,851,economy,2A,TKT-32-851,https://example.com/qr/32/851
75,852,business,1D,TKT-75-852,https://example.com/qr/75/852
16,853,business,2D,TKT-16-853,https://example.com/qr/16/853
31,854,business,3B,TKT-31-854,https://example.com/qr/31/854
48,855,premium economy,3B,TKT-48-855,https://example.com/qr/48/855
38,856,premium economy,2F,TKT-38-856,https://example.com/qr/38/856
56,857,premium economy,2A,TKT-56-857,https://example.com/qr/56/857
41,858,first,1F,TKT-41-858,https://example.com/qr/41/858
44,860,premium economy,2A,TKT-44-860,https://example.com/qr/44/860
20,861,business,1E,TKT-20-861,https://example.com/qr/20/861
32,862,business,2B,TKT-32-862,https://example.com/qr/32/862
35,863,first,2D,TKT-35-863,https://example.com/qr/35/863
83,864,first,2C,TKT-83-864,https://example.com/qr/83/864
13,865,premium economy,2C,TKT-13-865,https://example.com/qr/13/865
66,866,premium economy,2B,TKT-66-866,https://example.com/qr/66/866
26,867,economy,3E,TKT-26-867,https://example.com/qr/26/867
44,868,first,2B,TKT-44-868,https://example.com/qr/44/868
88,869,first,2C,TKT-88-869,https://example.com/qr/88/869
39,870,premium economy,2B,TKT-39-870,https://example.com/qr/39/870
18,871,premium economy,2E,TKT-18-871,https://example.com/qr/18/871
85,872,economy,1F,TKT-85-872,https://example.com/qr/85/872
93,873,economy,1F,TKT-93-873,https://example.com/qr/93/873
87,874,economy,2C,TKT-87-874,https://example.com/qr/87/874
82,875,economy,2A,TKT-82-875,https://example.com/qr/82/875
45,876,premium economy,2C,TKT-45-876,https://example.com/qr/45/876
97,877,first,3A,TKT-97-877,https://example.com/qr/97/877
93,878,premium economy,2A,TKT-93-878,https://example.com/qr/93/878
89,879,economy,1C,TKT-89-879,https://example.com/qr/89/879
72,880,premium economy,1F,TKT-72-880,https://example.com/qr/72/880
4,881,economy,2D,TKT-4-881,https://example.com/qr/4/881
58,882,business,2A,TKT-58-882,https://example.com/qr/58/882
39,883,first,2C,TKT-39-883,https://example.com/qr/39/883
27,884,first,2E,TKT-27-884,https://example.com/qr/27/884
48,885,economy,3C,TKT-48-885,https://example.com/qr/48/885
23,886,premium economy,1F,TKT-23-886,https://example.com/qr/23/886
82,887,premium economy,2B,TKT-82-887,https://example.com/qr/82/887
22,888,business,2E,TKT-22-888,https://example.com/qr/22/888
28,889,economy,2B,TKT-28-889,https://example.com/qr/28/889
2,890,first,2D,TKT-2-890,https://example.com/qr/2/890
60,891,business,2A,TKT-60-891,https://example.com/qr/60/891
76,892,economy,2C,TKT-76-892,https://example.com/qr/76/892
54,893,first,3A,TKT-54-893,https://example.com/qr/54/893
96,894,business,2C,TKT-96-894,https://example.com/qr/96/894
58,895,first,2B,TKT-58-895,https://example.com/qr/58/895
18,896,first,2F,TKT-18-896,https://example.com/qr/18/896
64,897,first,2D,TKT-64-897,https://example.com/qr/64/897
53,898,first,3C,TKT-53-898,https://example.com/qr/53/898
39,899,business,2D,TKT-39-899,https://example.com/qr/39/899
92,900,business,1E,TKT-92-900,https://example.com/qr/92/900
90,901,economy,2E,TKT-90-901,https://example.com/qr/90/901
33,902,first,2B,TKT-33-902,https://example.com/qr/33/902
8,903,first,2A,TKT-8-903,https://example.com/qr/8/903
48,904,premium economy,3D,TKT-48-904,https://example.com/qr/48/904
6,905,premium economy,1F,TKT-6-905,https://example.com/qr/6/905
85,906,first,2A,TKT-85-906,https://example.com/qr/85/906
80,907,business,1E,TKT-80-907,https://example.com/qr/80/907
83,908,first,2D,TKT-83-908,https://example.com/qr/83/908
83,909,economy,2E,TKT-83-909,https://example.com/qr/83/909
89,910,premium economy,1D,TKT-89-910,https://example.com/qr/89/910
55,911,first,1F,TKT-55-911,https://example.com/qr/55/911
47,912,economy,2A,TKT-47-912,https://example.com/qr/47/912
81,913,business,2B,TKT-81-913,https://example.com/qr/81/913
61,914,first,2D,TKT-61-914,https://example.com/qr/61/914
3,915,business,2E,TKT-3-915,https://example.com/qr/3/915
81,916,economy,2C,TKT-81-916,https://example.com/qr/81/916
31,917,business,3C,TKT-31-917,https://example.com/qr/31/917
59,918,business,1F,TKT-59-918,https://example.com/qr/59/918
16,919,first,2E,TKT-16-919,https://example.com/qr/16/919
75,920,economy,1E,TKT-75-920,https://example.com/qr/75/920
81,921,economy,2D,TKT-81-921,https://example.com/qr/81/921
9,922,business,2B,TKT-9-922,https://example.com/qr/9/922
53,923,first,3D,TKT-53-923,https://example.com/qr/53/923
87,924,first,2D,TKT-87-924,https://example.com/qr/87/924
58,925,business,2C,TKT-58-925,https://example.com/qr/58/925
19,926,business,2F,TKT-19-926,https://example.com/qr/19/926
90,927,business,2F,TKT-90-927,https://example.com/qr/90/927
41,928,first,2A,TKT-41-928,https://example.com/qr/41/928
64,929,business,2E,TKT-64-929,https://example.com/qr/64/929
73,930,first,2A,TKT-73-930,https://example.com/qr/73/930
79,931,first,2B,TKT-79-931,https://example.com/qr/79/931
66,932,premium economy,2C,TKT-66-932,https://example.com/qr/66/932
15,933,business,1E,TKT-15-933,https://example.com/qr/15/933
54,934,premium economy,3B,TKT-54-934,https://example.com/qr/54/934
77,935,first,3A,TKT-77-935,https://example.com/qr/77/935
43,936,economy,1F,TKT-43-936,https://example.com/qr/43/936
42,937,first,2C,TKT-42-937,https://example.com/qr/42/937
94,938,economy,2F,TKT-94-938,https://example.com/qr/94/938
93,939,business,2B,TKT-93-939,https://example.com/qr/93/939
10,940,economy,2C,TKT-10-940,https://example.com/qr/10/940
74,941,premium economy,2B,TKT-74-941,https://example.com/qr/74/941
15,942,economy,1F,TKT-15-942,https://example.com/qr/15/942
46,943,first,2F,TKT-46-943,https://example.com/qr/46/943
43,944,business,2A,TKT-43-944,https://example.com/qr/43/944
94,945,premium economy,3A,TKT-94-945,https://example.com/qr/94/945
81,946,economy,2E,TKT-81-946,https://example.com/qr/81/946
91,947,first,2A,TKT-91-947,https://example.com/qr/91/947
45,948,business,2D,TKT-45-948,https://example.com/qr/45/948
68,949,first,2A,TKT-68-949,https://example.com/qr/68/949
79,950,first,2C,TKT-79-950,https://example.com/qr/79/950
77,951,business,3B,TKT-77-951,https://example.com/qr/77/951
54,952,premium economy,3C,TKT-54-952,https://example.com/qr/54/952
28,953,business,2C,TKT-28-953,https://example.com/qr/28/953
32,954,premium economy,2C,TKT-32-954,https://example.com/qr/32/954
9,955,first,2C,TKT-9-955,https://example.com/qr/9/955
12,956,first,3B,TKT-12-956,https://example.com/qr/12/956
98,957,business,1E,TKT-98-957,https://example.com/qr/98/957
69,958,business,1E,TKT-69-958,https://example.com/qr/69/958
70,959,premium economy,3B,TKT-70-959,https://example.com/qr/70/959
6,960,premium economy,2A,TKT-6-960,https://example.com/qr/6/960
56,961,economy,2B,TKT-56-961,https://example.com/qr/56/961
14,962,premium economy,3A,TKT-14-962,https://example.com/qr/14/962
13,963,first,2D,TKT-13-963,https://example.com/qr/13/963
39,964,first,2E,TKT-39-964,https://example.com/qr/39/964
56,965,economy,2C,TKT-56-965,https://example.com/qr/56/965
6,966,premium economy,2B,TKT-6-966,https://example.com/qr/6/966
95,967,economy,2C,TKT-95-967,https://example.com/qr/95/967
48,968,economy,3E,TKT-48-968,https://example.com/qr/48/968
79,970,business,2D,TKT-79-970,https://example.com/qr/79/970
59,971,premium economy,2A,TKT-59-971,https://example.com/qr/59/971
13,972,first,2E,TKT-13-972,https://example.com/qr/13/972
18,973,first,3A,TKT-18-973,https://example.com/qr/18/973
96,974,economy,2D,TKT-96-974,https://example.com/qr/96/974
31,975,economy,3D,TKT-31-975,https://example.com/qr/31/975
5,976,first,2C,TKT-5-976,https://example.com/qr/5/976
82,977,premium economy,2C,TKT-82-977,https://example.com/qr/82/977
88,978,economy,2D,TKT-88-978,https://example.com/qr/88/978
13,979,premium economy,2F,TKT-13-979,https://example.com/qr/13/979
95,980,economy,2D,TKT-95-980,https://example.com/qr/95/980
73,981,premium economy,2B,TKT-73-981,https://example.com/qr/73/981
37,982,economy,2A,TKT-37-982,https://example.com/qr/37/982
8,983,economy,2B,TKT-8-983,https://example.com/qr/8/983
4,984,premium economy,2E,TKT-4-984,https://example.com/qr/4/984
28,985,first,2D,TKT-28-985,https://example.com/qr/28/985
41,986,economy,2B,TKT-41-986,https://example.com/qr/41/986
94,987,first,3B,TKT-94-987,https://example.com/qr/94/987
19,988,economy,3A,TKT-19-988,https://example.com/qr/19/988
49,989,business,2C,TKT-49-989,https://example.com/qr/49/989
89,990,premium economy,1E,TKT-89-990,https://example.com/qr/89/990
70,991,first,3C,TKT-70-991,https://example.com/qr/70/991
80,992,economy,1F,TKT-80-992,https://example.com/qr/80/992
28,993,economy,2E,TKT-28-993,https://example.com/qr/28/993
56,994,premium economy,2D,TKT-56-994,https://example.com/qr/56/994
78,995,business,2E,TKT-78-995,https://example.com/qr/78/995
95,996,premium economy,2E,TKT-95-996,https://example.com/qr/95/996
29,997,first,2E,TKT-29-997,https://example.com/qr/29/997
97,998,economy,3B,TKT-97-998,https://example.com/qr/97/998
60,999,premium economy,2B,TKT-60-999,https://example.com/qr/60/999
81,1000,economy,2F,TKT-81-1000,https://example.com/qr/81/1000
98,1001,premium economy,1F,TKT-98-1001,https://example.com/qr/98/1001
87,1002,business,2E,TKT-87-1002,https://example.com/qr/87/1002
59,1003,business,2B,TKT-59-1003,https://example.com/qr/59/1003
46,1004,premium economy,3A,TKT-46-1004,https://example.com/qr/46/1004
85,1005,economy,2B,TKT-85-1005,https://example.com/qr/85/1005
65,1006,premium economy,2F,TKT-65-1006,https://example.com/qr/65/1006
59,1007,economy,2C,TKT-59-1007,https://example.com/qr/59/1007
62,1008,business,2B,TKT-62-1008,https://example.com/qr/62/1008
17,1009,business,1D,TKT-17-1009,https://example.com/qr/17/1009
91,1010,economy,2B,TKT-91-1010,https://example.com/qr/91/1010
77,1011,economy,3C,TKT-77-1011,https://example.com/qr/77/1011
4,1012,economy,2F,TKT-4-1012,https://example.com/qr/4/1012
44,1013,first,2C,TKT-44-1013,https://example.com/qr/44/1013
76,1014,first,2D,TKT-76-1014,https://example.com/qr/76/1014
94,1015,first,3C,TKT-94-1015,https://example.com/qr/94/1015
72,1016,business,2A,TKT-72-1016,https://example.com/qr/72/1016
35,1018,premium economy,2E,TKT-35-1018,https://example.com/qr/35/1018
20,1019,business,1F,TKT-20-1019,https://example.com/qr/20/1019
43,1020,first,2B,TKT-43-1020,https://example.com/qr/43/1020
89,1021,economy,1F,TKT-89-1021,https://example.com/qr/89/1021
10,1022,first,2D,TKT-10-1022,https://example.com/qr/10/1022
19,1023,premium economy,3B,TKT-19-1023,https://example.com/qr/19/1023
61,1024,premium economy,2E,TKT-61-1024,https://example.com/qr/61/1024
25,1025,economy,2B,TKT-25-1025,https://example.com/qr/25/1025
69,1026,first,1F,TKT-69-1026,https://example.com/qr/69/1026
76,1027,premium economy,2E,TKT-76-1027,https://example.com/qr/76/1027
79,1028,business,2E,TKT-79-1028,https://example.com/qr/79/1028
65,1029,first,3A,TKT-65-1029,https://example.com/qr/65/1029
87,1030,business,2F,TKT-87-1030,https://example.com/qr/87/1030
60,1031,business,2C,TKT-60-1031,https://example.com/qr/60/1031
91,1032,business,2C,TKT-91-1032,https://example.com/qr/91/1032
2,1033,business,2E,TKT-2-1033,https://example.com/qr/2/1033
100,1034,economy,2B,TKT-100-1034,https://example.com/qr/100/1034
91,1035,first,2D,TKT-91-1035,https://example.com/qr/91/1035
58,1036,economy,2D,TKT-58-1036,https://example.com/qr/58/1036
100,1037,business,2C,TKT-100-1037,https://example.com/qr/100/1037
22,1038,business,2F,TKT-22-1038,https://example.com/qr/22/1038
60,1039,business,2D,TKT-60-1039,https://example.com/qr/60/1039
22,1040,business,3A,TKT-22-1040,https://example.com/qr/22/1040
44,1041,economy,2D,TKT-44-1041,https://example.com/qr/44/1041
10,1042,premium economy,2E,TKT-10-1042,https://example.com/qr/10/1042
29,1043,economy,2F,TKT-29-1043,https://example.com/qr/29/1043
43,1044,first,2C,TKT-43-1044,https://example.com/qr/43/1044
29,1045,economy,3A,TKT-29-1045,https://example.com/qr/29/1045
78,1046,business,2F,TKT-78-1046,https://example.com/qr/78/1046
76,1047,economy,2F,TKT-76-1047,https://example.com/qr/76/1047
79,1048,economy,2F,TKT-79-1048,https://example.com/qr/79/1048
8,1049,premium economy,2C,TKT-8-1049,https://example.com/qr/8/1049
30,1050,business,2F,TKT-30-1050,https://example.com/qr/30/1050
86,1051,economy,1D,TKT-86-1051,https://example.com/qr/86/1051
91,1052,first,2E,TKT-91-1052,https://example.com/qr/91/1052
60,1053,first,2E,TKT-60-1053,https://example.com/qr/60/1053
2,1054,first,2F,TKT-2-1054,https://example.com/qr/2/1054
99,1055,first,2A,TKT-99-1055,https://example.com/qr/99/1055
97,1056,business,3C,TKT-97-1056,https://example.com/qr/97/1056
77,1057,premium economy,3D,TKT-77-1057,https://example.com/qr/77/1057
90,1058,economy,3A,TKT-90-1058,https://example.com/qr/90/1058
91,1059,economy,2F,TKT-91-1059,https://example.com/qr/91/1059
91,1060,economy,3A,TKT-91-1060,https://example.com/qr/91/1060
16,1061,business,2F,TKT-16-1061,https://example.com/qr/16/1061
79,1062,economy,3A,TKT-79-1062,https://example.com/qr/79/1062
19,1063,economy,3C,TKT-19-1063,https://example.com/qr/19/1063
86,1064,premium economy,1E,TKT-86-1064,https://example.com/qr/86/1064
78,1065,premium economy,3A,TKT-78-1065,https://example.com/qr/78/1065
7,1066,first,2C,TKT-7-1066,https://example.com/qr/7/1066
49,1067,premium economy,2D,TKT-49-1067,https://example.com/qr/49/1067
26,1068,economy,3F,TKT-26-1068,https://example.com/qr/26/1068
75,1069,business,1F,TKT-75-1069,https://example.com/qr/75/1069
89,1070,first,2A,TKT-89-1070,https://example.com/qr/89/1070
17,1071,first,1E,TKT-17-1071,https://example.com/qr/17/1071
10,1072,economy,2F,TKT-10-1072,https://example.com/qr/10/1072
13,1073,first,3A,TKT-13-1073,https://example.com/qr/13/1073
26,1074,economy,4A,TKT-26-1074,https://example.com/qr/26/1074
95,1075,business,2F,TKT-95-1075,https://example.com/qr/95/1075
55,1076,premium economy,2A,TKT-55-1076,https://example.com/qr/55/1076
5,1077,business,2D,TKT-5-1077,https://example.com/qr/5/1077
49,1078,business,2E,TKT-49-1078,https://example.com/qr/49/1078
35,1079,business,2F,TKT-35-1079,https://example.com/qr/35/1079
20,1080,economy,2A,TKT-20-1080,https://example.com/qr/20/1080
42,1081,first,2D,TKT-42-1081,https://example.com/qr/42/1081
82,1082,economy,2D,TKT-82-1082,https://example.com/qr/82/1082
92,1083,business,1F,TKT-92-1083,https://example.com/qr/92/1083
37,1084,economy,2B,TKT-37-1084,https://example.com/qr/37/1084
16,1085,business,3A,TKT-16-1085,https://example.com/qr/16/1085
73,1086,economy,2C,TKT-73-1086,https://example.com/qr/73/1086
93,1087,economy,2C,TKT-93-1087,https://example.com/qr/93/1087
29,1088,premium economy,3B,TKT-29-1088,https://example.com/qr/29/1088
99,1089,premium economy,2B,TKT-99-1089,https://example.com/qr/99/1089
100,1090,premium economy,2D,TKT-100-1090,https://example.com/qr/100/1090
82,1092,premium economy,2E,TKT-82-1092,https://example.com/qr/82/1092
91,1093,business,3B,TKT-91-1093,https://example.com/qr/91/1093
53,1094,premium economy,3E,TKT-53-1094,https://example.com/qr/53/1094
8,1095,first,2D,TKT-8-1095,https://example.com/qr/8/1095
20,1096,business,2B,TKT-20-1096,https://example.com/qr/20/1096
55,1097,business,2B,TKT-55-1097,https://example.com/qr/55/1097
11,1098,first,2F,TKT-11-1098,https://example.com/qr/11/1098
37,1099,premium economy,2C,TKT-37-1099,https://example.com/qr/37/1099
93,1100,first,2D,TKT-93-1100,https://example.com/qr/93/1100
5,1101,economy,2E,TKT-5-1101,https://example.com/qr/5/1101
72,1102,business,2B,TKT-72-1102,https://example.com/qr/72/1102
31,1103,economy,3E,TKT-31-1103,https://example.com/qr/31/1103
93,1104,business,2E,TKT-93-1104,https://example.com/qr/93/1104
53,1105,economy,3F,TKT-53-1105,https://example.com/qr/53/1105
53,1106,premium economy,4A,TKT-53-1106,https://example.com/qr/53/1106
76,1107,premium economy,3A,TKT-76-1107,https://example.com/qr/76/1107
65,1108,business,3B,TKT-65-1108,https://example.com/qr/65/1108
65,1109,business,3C,TKT-65-1109,https://example.com/qr/65/1109
71,1110,premium economy,2A,TKT-71-1110,https://example.com/qr/71/1110
94,1111,economy,3D,TKT-94-1111,https://example.com/qr/94/1111
96,1112,business,2E,TKT-96-1112,https://example.com/qr/96/1112
98,1113,premium economy,2A,TKT-98-1113,https://example.com/qr/98/1113
71,1114,economy,2B,TKT-71-1114,https://example.com/qr/71/1114
7,1115,economy,2D,TKT-7-1115,https://example.com/qr/7/1115
9,1116,economy,2D,TKT-9-1116,https://example.com/qr/9/1116
28,1117,first,2F,TKT-28-1117,https://example.com/qr/28/1117
41,1118,premium economy,2C,TKT-41-1118,https://example.com/qr/41/1118
22,1119,first,3B,TKT-22-1119,https://example.com/qr/22/1119
75,1120,economy,2A,TKT-75-1120,https://example.com/qr/75/1120
43,1121,premium economy,2D,TKT-43-1121,https://example.com/qr/43/1121
32,1122,business,2D,TKT-32-1122,https://example.com/qr/32/1122
50,1123,economy,2A,TKT-50-1123,https://example.com/qr/50/1123
22,1124,economy,3C,TKT-22-1124,https://example.com/qr/22/1124
87,1125,economy,3A,TKT-87-1125,https://example.com/qr/87/1125
99,1126,first,2C,TKT-99-1126,https://example.com/qr/99/1126
49,1127,business,2F,TKT-49-1127,https://example.com/qr/49/1127
66,1128,premium economy,2D,TKT-66-1128,https://example.com/qr/66/1128
71,1129,premium economy,2C,TKT-71-1129,https://example.com/qr/71/1129
96,1130,business,2F,TKT-96-1130,https://example.com/qr/96/1130
28,1131,first,3A,TKT-28-1131,https://example.com/qr/28/1131
100,1132,first,2E,TKT-100-1132,https://example.com/qr/100/1132
6,1133,business,2C,TKT-6-1133,https://example.com/qr/6/1133
72,1134,first,2C,TKT-72-1134,https://example.com/qr/72/1134
48,1135,first,3F,TKT-48-1135,https://example.com/qr/48/1135
97,1136,economy,3D,TKT-97-1136,https://example.com/qr/97/1136
47,1137,business,2B,TKT-47-1137,https://example.com/qr/47/1137
41,1138,premium economy,2D,TKT-41-1138,https://example.com/qr/41/1138
52,1139,premium economy,2B,TKT-52-1139,https://example.com/qr/52/1139
5,1140,first,2F,TKT-5-1140,https://example.com/qr/5/1140
47,1141,business,2C,TKT-47-1141,https://example.com/qr/47/1141
10,1142,first,3A,TKT-10-1142,https://example.com/qr/10/1142
37,1143,business,2D,TKT-37-1143,https://example.com/qr/37/1143
84,1144,economy,2C,TKT-84-1144,https://example.com/qr/84/1144
99,1145,business,2D,TKT-99-1145,https://example.com/qr/99/1145
15,1146,premium economy,2A,TKT-15-1146,https://example.com/qr/15/1146
35,1147,business,3A,TKT-35-1147,https://example.com/qr/35/1147
77,1148,business,3E,TKT-77-1148,https://example.com/qr/77/1148
84,1149,economy,2D,TKT-84-1149,https://example.com/qr/84/1149
22,1150,premium economy,3D,TKT-22-1150,https://example.com/qr/22/1150
85,1151,business,2C,TKT-85-1151,https://example.com/qr/85/1151
85,1152,business,2D,TKT-85-1152,https://example.com/qr/85/1152
89,1153,business,2B,TKT-89-1153,https://example.com/qr/89/1153
84,1154,premium economy,2E,TKT-84-1154,https://example.com/qr/84/1154
97,1155,economy,3E,TKT-97-1155,https://example.com/qr/97/1155
49,1156,business,3A,TKT-49-1156,https://example.com/qr/49/1156
39,1157,economy,2F,TKT-39-1157,https://example.com/qr/39/1157
89,1158,first,2C,TKT-89-1158,https://example.com/qr/89/1158
31,1159,economy,3F,TKT-31-1159,https://example.com/qr/31/1159
65,1160,business,3D,TKT-65-1160,https://example.com/qr/65/1160
87,1161,premium economy,3B,TKT-87-1161,https://example.com/qr/87/1161
45,1162,first,2E,TKT-45-1162,https://example.com/qr/45/1162
32,1163,business,2E,TKT-32-1163,https://example.com/qr/32/1163
27,1164,premium economy,2F,TKT-27-1164,https://example.com/qr/27/1164
7,1165,premium economy,2E,TKT-7-1165,https://example.com/qr/7/1165
22,1166,economy,3E,TKT-22-1166,https://example.com/qr/22/1166
71,1167,premium economy,2D,TKT-71-1167,https://example.com/qr/71/1167
43,1168,economy,2E,TKT-43-1168,https://example.com/qr/43/1168
29,1170,first,3C,TKT-29-1170,https://example.com/qr/29/1170
92,1171,first,2A,TKT-92-1171,https://example.com/qr/92/1171
2,1172,business,3A,TKT-2-1172,https://example.com/qr/2/1172
11,1173,economy,3A,TKT-11-1173,https://example.com/qr/11/1173
33,1174,economy,2C,TKT-33-1174,https://example.com/qr/33/1174
42,1175,economy,2E,TKT-42-1175,https://example.com/qr/42/1175
36,1176,premium economy,2F,TKT-36-1176,https://example.com/qr/36/1176
98,1177,premium economy,2B,TKT-98-1177,https://example.com/qr/98/1177
88,1178,first,2E,TKT-88-1178,https://example.com/qr/88/1178
89,1179,business,2D,TKT-89-1179,https://example.com/qr/89/1179
52,1180,business,2C,TKT-52-1180,https://example.com/qr/52/1180
78,1181,first,3B,TKT-78-1181,https://example.com/qr/78/1181
4,1182,first,3A,TKT-4-1182,https://example.com/qr/4/1182
23,1183,economy,2A,TKT-23-1183,https://example.com/qr/23/1183
72,1184,first,2D,TKT-72-1184,https://example.com/qr/72/1184
35,1185,economy,3B,TKT-35-1185,https://example.com/qr/35/1185
83,1186,premium economy,2F,TKT-83-1186,https://example.com/qr/83/1186
20,1187,first,2C,TKT-20-1187,https://example.com/qr/20/1187
38,1188,premium economy,3A,TKT-38-1188,https://example.com/qr/38/1188
14,1189,premium economy,3B,TKT-14-1189,https://example.com/qr/14/1189
55,1190,premium economy,2C,TKT-55-1190,https://example.com/qr/55/1190
30,1191,business,3A,TKT-30-1191,https://example.com/qr/30/1191
94,1192,economy,3E,TKT-94-1192,https://example.com/qr/94/1192
51,1193,premium economy,2B,TKT-51-1193,https://example.com/qr/51/1193
34,1194,economy,2E,TKT-34-1194,https://example.com/qr/34/1194
80,1195,premium economy,2A,TKT-80-1195,https://example.com/qr/80/1195
57,1196,economy,2C,TKT-57-1196,https://example.com/qr/57/1196
34,1197,economy,2F,TKT-34-1197,https://example.com/qr/34/1197
91,1198,business,3C,TKT-91-1198,https://example.com/qr/91/1198
59,1199,economy,2D,TKT-59-1199,https://example.com/qr/59/1199
75,1200,premium economy,2B,TKT-75-1200,https://example.com/qr/75/1200
61,1201,premium economy,2F,TKT-61-1201,https://example.com/qr/61/1201
86,1202,first,1F,TKT-86-1202,https://example.com/qr/86/1202
25,1203,first,2C,TKT-25-1203,https://example.com/qr/25/1203
32,1204,business,2F,TKT-32-1204,https://example.com/qr/32/1204
14,1205,business,3C,TKT-14-1205,https://example.com/qr/14/1205
14,1206,business,3D,TKT-14-1206,https://example.com/qr/14/1206
25,1207,economy,2D,TKT-25-1207,https://example.com/qr/25/1207
58,1208,economy,2E,TKT-58-1208,https://example.com/qr/58/1208
90,1209,economy,3B,TKT-90-1209,https://example.com/qr/90/1209
23,1210,premium economy,2B,TKT-23-1210,https://example.com/qr/23/1210
90,1211,economy,3C,TKT-90-1211,https://example.com/qr/90/1211
33,1212,first,2D,TKT-33-1212,https://example.com/qr/33/1212
93,1213,business,2F,TKT-93-1213,https://example.com/qr/93/1213
67,1214,business,2C,TKT-67-1214,https://example.com/qr/67/1214
27,1215,business,3A,TKT-27-1215,https://example.com/qr/27/1215
45,1216,premium economy,2F,TKT-45-1216,https://example.com/qr/45/1216
74,1217,premium economy,2C,TKT-74-1217,https://example.com/qr/74/1217
100,1218,economy,2F,TKT-100-1218,https://example.com/qr/100/1218
30,1219,economy,3B,TKT-30-1219,https://example.com/qr/30/1219
24,1220,business,2A,TKT-24-1220,https://example.com/qr/24/1220
31,1221,business,4A,TKT-31-1221,https://example.com/qr/31/1221
100,1222,economy,3A,TKT-100-1222,https://example.com/qr/100/1222
65,1223,premium economy,3E,TKT-65-1223,https://example.com/qr/65/1223
44,1224,premium economy,2E,TKT-44-1224,https://example.com/qr/44/1224
30,1225,business,3C,TKT-30-1225,https://example.com/qr/30/1225
51,1226,economy,2C,TKT-51-1226,https://example.com/qr/51/1226
63,1227,business,1E,TKT-63-1227,https://example.com/qr/63/1227
65,1229,business,3F,TKT-65-1229,https://example.com/qr/65/1229
5,1230,economy,3A,TKT-5-1230,https://example.com/qr/5/1230
48,1231,premium economy,4A,TKT-48-1231,https://example.com/qr/48/1231
84,1232,economy,2F,TKT-84-1232,https://example.com/qr/84/1232
8,1233,economy,2E,TKT-8-1233,https://example.com/qr/8/1233
28,1234,first,3B,TKT-28-1234,https://example.com/qr/28/1234
83,1235,premium economy,3A,TKT-83-1235,https://example.com/qr/83/1235
90,1236,economy,3D,TKT-90-1236,https://example.com/qr/90/1236
32,1237,business,3A,TKT-32-1237,https://example.com/qr/32/1237
37,1238,first,2E,TKT-37-1238,https://example.com/qr/37/1238
84,1239,business,3A,TKT-84-1239,https://example.com/qr/84/1239
67,1240,economy,2D,TKT-67-1240,https://example.com/qr/67/1240
77,1241,business,3F,TKT-77-1241,https://example.com/qr/77/1241
33,1242,business,2E,TKT-33-1242,https://example.com/qr/33/1242
87,1243,business,3C,TKT-87-1243,https://example.com/qr/87/1243
85,1244,premium economy,2E,TKT-85-1244,https://example.com/qr/85/1244
3,1245,first,2F,TKT-3-1245,https://example.com/qr/3/1245
88,1246,economy,2F,TKT-88-1246,https://example.com/qr/88/1246
52,1247,business,2D,TKT-52-1247,https://example.com/qr/52/1247
66,1248,first,2E,TKT-66-1248,https://example.com/qr/66/1248
78,1249,economy,3C,TKT-78-1249,https://example.com/qr/78/1249
18,1250,premium economy,3B,TKT-18-1250,https://example.com/qr/18/1250
48,1251,business,4B,TKT-48-1251,https://example.com/qr/48/1251
